ORIG_STATE,DEST_STATE,COMMODITY,MODE,VALUE
OH,OH,Wood,Truck,7236
NC,NC,Wood,Truck,154
CA,UT,Grains,Truck,7992
GA,GA,Wood,Truck,14789
IA,IA,Grains,Truck,284559
TX,NY,Grains,Truck,37989
IL,IL,Grains,Truck,38
NJ,NJ,Wood,Truck,3166
NY,NY,Wood,Truck,91
CA,GA,Grains,Truck,4478
OK,TX,Wood,Truck,657
MO,IL,Grains,Truck,9818
NY,NY,Grains,Truck,199
SC,TX,Wood,Truck,562
FL,FL,Fertilizers,Truck,13255
NC,VA,Grains,Truck,104771
MO,MO,Fertilizers,Truck,1548
MI,IN,Grains,Truck,6770
IL,VA,Fertilizers,Truck,11085
OH,OH,Wood,Truck,1898
PA,NJ,Grains,Truck,1086
NY,NY,Grains,Truck,199
IL,IL,Fuels,Truck,949
IN,MA,Wood,Truck,452
LA,LA,Grains,Truck,164
IL,IL,Fertilizers,Truck,15679
KY,PA,Wood,Truck,2
NE,CO,Fertilizers,Truck,16095
MI,TX,Wood,Truck,769
MT,MT,Wood,Truck,28974
TX,CA,Fertilizers,Rail,59411
AZ,CA,Grains,Truck,1437
OH,LA,Wood,Truck,10702
WI,NY,Wood,Truck,78962
CA,CA,Wood,Truck,7276
MO,MO,Grains,Truck,971
IN,IN,Fuels,Truck,1158
ID,NV,Grains,Truck,782
MD,WV,Wood,Truck,2
TX,GA,Grains,Truck,26581
TN,CT,Grains,Truck,11962
WI,WI,Wood,Truck,2519
OH,NY,Fertilizers,Truck,9046
KY,IL,Wood,Truck,1
WI,WI,Wood,Truck,38341
MI,MI,Wood,Truck,5015
OH,OH,Fuels,Truck,1524
MI,MI,Wood,Truck,1006
TX,CA,Wood,Truck,1266
IN,IN,Fuels,Truck,1104
KS,TX,Wood,Truck,6569
CA,TX,Grains,Truck,17568
NJ,IL,Wood,Truck,28317
TX,TX,Grains,Truck,1864
CA,VA,Grains,Truck,226
MI,NC,Wood,Truck,28171
MD,PA,Wood,Truck,10077
NM,TX,Wood,Truck,4688
CA,CA,Grains,Truck,12158
UT,IA,Wood,Truck,12665
UT,UT,Wood,Truck,216
WY,AR,Fuels,Rail,221231
SD,SD,Wood,Truck,35
KY,KY,Wood,Truck,27633
IN,WI,Wood,Truck,527
HI,HI,Fertilizers,Truck,109
TN,IA,Wood,Truck,8242
OH,CA,Wood,Truck,5071
WY,IA,Fuels,Rail,157450
VA,VA,Wood,Truck,35158
WY,KS,Fuels,Rail,213238
AZ,CO,Fertilizers,Truck,4381
TN,GA,Wood,Truck,765
PA,NY,Fertilizers,Truck,14692
NY,NY,Grains,Truck,199
NC,NC,Wood,Truck,8433
MD,MI,Wood,Truck,7020
CO,CO,Fertilizers,Truck,14239
OH,NC,Wood,Truck,611
MI,IL,Grains,Truck,755
KY,KY,Fuels,Truck,2815
OH,OH,Fuels,Truck,819
AL,AL,Fuels,Rail,412579
ND,GA,Grains,Truck,10820
FL,FL,Grains,Truck,766
MD,MD,Wood,Truck,5
NC,NJ,Wood,Truck,664
PA,MA,Wood,Air,5
VA,IL,Fertilizers,Truck,8
NE,TX,Wood,Truck,4510
FL,WA,Grains,Truck,362
NE,NE,Wood,Truck,26
WI,TX,Wood,Truck,1496
PA,KS,Wood,Truck,30165
CA,TX,Wood,Air,1
OH,AL,Fertilizers,Truck,2893
CA,IA,Grains,Truck,163
IA,IA,Grains,Truck,5115
CA,CA,Wood,Truck,472
TX,FL,Grains,Truck,2949
KY,MI,Wood,Truck,163
MI,PA,Wood,Truck,3873
CA,OR,Grains,Truck,3501
CO,NM,Fuels,Truck,1470
MS,TX,Fertilizers,Rail,13638
CA,TX,Grains,Truck,50271
MN,AZ,Wood,Truck,4492
WI,HI,Wood,Air,1147
MI,MI,Wood,Truck,2203
CA,CA,Wood,Air,11129
TX,TX,Wood,Truck,202
TN,TX,Wood,Truck,1332
NC,NC,Wood,Truck,9676
TN,LA,Wood,Truck,200
TN,TN,Fertilizers,Truck,15153
NJ,NJ,Wood,Truck,24
MN,CA,Wood,Truck,44545
OR,NY,Fertilizers,Truck,8895
LA,IL,Fertilizers,Rail,26492
AL,AL,Fuels,Truck,2552
MI,MI,Grains,Truck,871
TX,TX,Wood,Truck,98
IL,NY,Wood,Truck,436
WA,WA,Grains,Truck,27927
OH,IN,Wood,Truck,472
FL,FL,Wood,Truck,2564
MI,OH,Grains,Truck,23000
LA,TX,Fertilizers,Rail,99448
IL,OH,Wood,Truck,15
KY,KY,Fuels,Truck,1537
KS,MO,Grains,Truck,12983
IL,NC,Wood,Truck,1423
VA,KY,Wood,Truck,2156
PA,MD,Fertilizers,Truck,2184
CO,CO,Fuels,Rail,416045
AL,GA,Wood,Air,22
NY,WI,Wood,Truck,31670
AL,AL,Fuels,Truck,2355
MI,CO,Wood,Truck,7425
WI,WI,Wood,Truck,307
TX,NC,Wood,Truck,1622
IA,IA,Wood,Truck,592
ID,WA,Grains,Truck,10248
MN,CT,Grains,Truck,4294
CA,CA,Wood,Truck,3869
ME,ME,Wood,Truck,84
PA,PA,Wood,Truck,1727
FL,FL,Wood,Truck,17464
GA,AR,Grains,Truck,12450
NY,NY,Wood,Truck,43391
PA,MD,Fertilizers,Truck,2889
MI,MI,Wood,Truck,10
VA,NC,Grains,Truck,70671
CA,VA,Grains,Truck,65199
MA,CT,Wood,Truck,4940
NJ,NJ,Wood,Truck,4
CA,CA,Grains,Truck,99
OH,TX,Wood,Truck,8403
IA,SD,Fertilizers,Truck,8623
VA,VA,Wood,Truck,16404
KS,IA,Fertilizers,Rail,19079
MN,MO,Wood,Truck,3390
NJ,NY,Wood,Truck,3210
MI,OH,Wood,Truck,2448
MS,MS,Fertilizers,Truck,5055
GA,KY,Grains,Truck,48184
MI,IN,Wood,Truck,344
MI,OH,Grains,Truck,12229
VA,NC,Fuels,Truck,534
MN,PA,Wood,Truck,315
WI,KY,Wood,Truck,1593
CA,IL,Grains,Truck,43
KS,OH,Wood,Truck,309
NJ,VA,Wood,Truck,1979
PA,PA,Wood,Truck,532
OK,TX,Wood,Truck,9942
CA,CA,Wood,Truck,78
NJ,NJ,Grains,Truck,14482
ID,ID,Grains,Truck,10951
CT,NY,Wood,Truck,2133
KS,TX,Grains,Truck,24464
IN,IN,Wood,Truck,123
NC,NC,Grains,Truck,262
AZ,CA,Grains,Truck,1692
FL,CA,Wood,Truck,2519
LA,LA,Wood,Truck,2516
OH,OH,Fuels,Truck,1050
WY,OH,Fuels,Rail,161652
KS,IL,Grains,Truck,8
WI,WI,Grains,Truck,12316
VA,VA,Wood,Truck,8974
FL,NY,Grains,Truck,28823
IL,PA,Fertilizers,Truck,14484
CA,CA,Fertilizers,Truck,14954
MT,MD,Fuels,Rail,213565
KY,OH,Grains,Truck,931
NC,NC,Grains,Truck,14426
NY,MI,Grains,Truck,3771
MN,ND,Fertilizers,Truck,16064
TN,TN,Wood,Truck,1314
FL,FL,Grains,Truck,4599
WA,WA,Wood,Truck,96
GA,DC,Wood,Truck,12178
WI,IL,Wood,Truck,42629
TX,WA,Wood,Truck,10
NC,NC,Wood,Truck,3
OH,OH,Fertilizers,Truck,17658
TX,TX,Wood,Truck,2
MI,MI,Wood,Truck,349
MD,MD,Grains,Truck,11716
TN,AL,Wood,Truck,570
AZ,AZ,Fuels,Rail,585188
IL,GA,Fertilizers,Truck,257
IA,CA,Fertilizers,Truck,34753
ND,ND,Grains,Truck,12679
FL,FL,Wood,Truck,8275
IL,KY,Fuels,Rail,71775
FL,WI,Wood,Truck,16514
GA,GA,Fertilizers,Truck,39497
MI,FL,Wood,Truck,8
IL,IL,Wood,Truck,39909
HI,HI,Wood,Truck,472
TN,TN,Fertilizers,Truck,4221
WY,WY,Wood,Truck,165
AR,OK,Grains,Truck,7807
NJ,MD,Wood,Truck,12622
SD,NE,Wood,Truck,689
IN,AZ,Wood,Truck,1872
TX,UT,Wood,Truck,2496
OH,KY,Fertilizers,Truck,2830
OH,OH,Fuels,Rail,673064
VA,VA,Wood,Truck,1548
MD,MD,Wood,Truck,3
OR,WI,Grains,Truck,29564
IL,IL,Wood,Truck,24995
CA,KS,Wood,Truck,1861
CA,CA,Wood,Truck,4888
AZ,NV,Grains,Truck,6634
CA,CA,Grains,Truck,152
MI,PA,Wood,Truck,14040
TX,TN,Wood,Truck,166
TX,TX,Wood,Truck,5989
FL,LA,Wood,Truck,364
CA,HI,Grains,Air,391
MI,OH,Wood,Air,12
NE,CA,Wood,Truck,8201
TX,MS,Wood,Truck,3675
MN,KY,Wood,Truck,8802
IN,IN,Fuels,Truck,1266
WI,WI,Wood,Truck,1
NM,NM,Fertilizers,Truck,5594
MN,NY,Wood,Truck,83
MN,MN,Wood,Truck,1642
NH,NH,Wood,Truck,634
OR,OR,Wood,Truck,49
MN,GA,Wood,Truck,436
RI,VA,Wood,Truck,18
WI,OH,Grains,Truck,368
OH,KY,Wood,Truck,2981
NC,NC,Grains,Truck,505
FL,FL,Wood,Truck,8720
WY,KS,Fertilizers,Rail,58243
GA,FL,Grains,Truck,1196
UT,NV,Fuels,Truck,1997
GA,GA,Grains,Truck,45847
KS,OK,Fertilizers,Truck,10167
NC,NY,Wood,Truck,946
NJ,IL,Grains,Truck,103020
PA,NC,Wood,Truck,9882
AZ,FL,Fertilizers,Truck,18245
IA,IA,Grains,Truck,12672
SD,SD,Grains,Truck,14404
NY,NY,Wood,Truck,580
IN,IL,Wood,Truck,25773
KY,TN,Wood,Truck,17517
MD,MD,Grains,Truck,369
WV,KY,Fuels,Truck,3129
TX,IN,Wood,Truck,1
AL,AL,Wood,Truck,1814
AL,AL,Fuels,Rail,429417
CA,OR,Fertilizers,Truck,10050
MA,NY,Wood,Air,135
MI,OK,Wood,Truck,1810
MD,MD,Wood,Truck,5
CA,CA,Grains,Truck,8175
UT,FL,Grains,Truck,59
FL,FL,Wood,Truck,377
WI,WI,Grains,Truck,4907
IL,IA,Wood,Truck,3974
ND,ND,Wood,Truck,660
IA,PA,Wood,Truck,6465
KY,KY,Grains,Truck,54739
IN,IN,Wood,Truck,1081
NJ,NJ,Wood,Truck,5
PA,CA,Wood,Truck,233
WY,NE,Fuels,Rail,247244
VA,TX,Wood,Truck,1595
NC,NC,Wood,Truck,124
WV,WV,Fuels,Truck,1376
MN,NJ,Wood,Truck,1860
TX,TX,Wood,Truck,3087
HI,HI,Wood,Truck,2
MO,MO,Fertilizers,Truck,12900
IN,IN,Wood,Truck,23
MA,MO,Grains,Truck,68828
WY,IL,Fuels,Rail,239569
NC,CO,Wood,Truck,7128
HI,HI,Wood,Truck,4
TN,MN,Wood,Truck,12361
NY,NC,Wood,Truck,966
KY,FL,Fuels,Rail,492824
MD,MD,Grains,Truck,139
TN,TN,Wood,Truck,689
MI,IL,Wood,Truck,4081
WA,CA,Grains,Air,547
AL,AL,Fuels,Truck,2677
PA,MA,Wood,Truck,1953
ID,ID,Fertilizers,Truck,4924
MO,OH,Wood,Truck,1115
OH,NY,Wood,Truck,760
FL,FL,Wood,Truck,2650
WI,PA,Wood,Truck,14943
NY,NY,Wood,Truck,100
CA,TX,Grains,Truck,387618
MN,MN,Wood,Truck,657
FL,FL,Wood,Truck,862
NJ,NJ,Wood,Truck,45
ID,ID,Fertilizers,Truck,968
TN,TN,Grains,Truck,81
OH,ID,Wood,Truck,5794
NE,NE,Wood,Truck,280
OH,OH,Wood,Truck,934
UT,CA,Wood,Truck,928
NY,NY,Wood,Truck,16
VA,NC,Fuels,Truck,527
FL,FL,Wood,Truck,10925
VA,TN,Fuels,Rail,151270
AL,AL,Fuels,Truck,1328
TX,FL,Wood,Truck,3
MI,IN,Wood,Truck,545
AR,OK,Wood,Truck,2213
OH,SC,Wood,Truck,41
CA,CA,Wood,Truck,576
OH,MA,Wood,Truck,671
NC,GA,Wood,Truck,20087
CA,CA,Fertilizers,Truck,920
CA,CA,Wood,Truck,5441
NJ,MA,Grains,Truck,5059
FL,FL,Wood,Truck,3131
GA,DC,Wood,Truck,22609
TN,CA,Wood,Truck,849
CA,CA,Fertilizers,Truck,6004
LA,LA,Wood,Truck,263
OR,ID,Fertilizers,Rail,38711
VA,AL,Grains,Truck,4260
MA,CA,Grains,Truck,79267
MN,MT,Wood,Truck,4529
WI,IN,Wood,Truck,9475
IL,PA,Wood,Truck,7800
SD,NE,Wood,Truck,18804
VA,VA,Wood,Truck,9054
PA,MD,Fuels,Rail,1208254
PA,PA,Fuels,Truck,863
TN,OH,Wood,Truck,231394
ID,MS,Grains,Truck,45421
TN,TN,Wood,Truck,6186
WI,WI,Wood,Truck,159
IA,IL,Wood,Truck,1948
ID,ID,Fertilizers,Truck,98587
CT,CT,Wood,Truck,23
MS,KY,Grains,Truck,1804
IL,WV,Grains,Truck,268
WY,WI,Fuels,Rail,216767
WV,AL,Fuels,Truck,11468
MT,MT,Fuels,Truck,462
WI,MN,Wood,Truck,2189
NC,IL,Wood,Truck,1910
VA,NE,Wood,Truck,806
FL,CA,Wood,Truck,7067
IL,TX,Wood,Rail,13871
NY,FL,Wood,Truck,2133
IN,OH,Fertilizers,Truck,1450
TX,TX,Grains,Truck,130
ID,KS,Grains,Truck,3496
WI,MT,Wood,Truck,1307
VT,NY,Wood,Truck,14
NE,NE,Grains,Truck,14816
NC,NC,Wood,Truck,28
NJ,NC,Wood,Truck,65714
CA,CA,Wood,Truck,3169
VA,MD,Wood,Truck,7655
CA,CA,Wood,Truck,1586
OH,OH,Fuels,Truck,1101
IL,VA,Wood,Truck,23954
TX,TX,Wood,Truck,1086
KS,KS,Fertilizers,Truck,9723
CA,TX,Grains,Truck,79681
SC,SC,Fertilizers,Truck,19377
WI,PA,Wood,Truck,887
MN,MN,Wood,Truck,13249
SC,MI,Wood,Truck,1305
KS,KS,Fertilizers,Truck,9875
IN,IN,Wood,Truck,24
PA,MA,Grains,Truck,17432
WY,WY,Wood,Truck,62
CA,CA,Wood,Truck,1387
NY,NY,Wood,Truck,4
TN,NY,Wood,Truck,317
CA,CA,Wood,Truck,2397
NY,AZ,Wood,Truck,22195
NJ,NJ,Wood,Truck,90551
NV,CO,Wood,Truck,1724
MD,MD,Wood,Truck,770
SD,SD,Wood,Truck,2
OK,OK,Wood,Truck,68
WI,IL,Wood,Truck,16240
SD,WY,Wood,Truck,46
MI,MO,Wood,Truck,1856
KS,KS,Fertilizers,Truck,2166
PA,PA,Fertilizers,Truck,1993
ME,VA,Grains,Truck,14604
NY,NJ,Grains,Truck,935
IN,IN,Wood,Truck,1
IN,IL,Wood,Truck,12291
VA,VA,Fuels,Rail,1288104
IN,NC,Wood,Truck,5
IA,IA,Grains,Truck,11274
PA,PA,Fertilizers,Truck,1500
MD,MD,Wood,Truck,770
WY,MO,Fuels,Rail,146623
PA,PA,Wood,Air,2
MO,NM,Fertilizers,Truck,12421
VA,AL,Wood,Truck,5573
OK,OK,Wood,Truck,205
MS,MS,Fertilizers,Truck,9855
TX,MA,Wood,Truck,383
MD,PA,Wood,Truck,3836
NV,CA,Grains,Truck,5116
MO,IL,Wood,Truck,6576
IL,GA,Wood,Truck,2771
CA,CA,Wood,Truck,2218
TN,VA,Wood,Truck,857
CO,UT,Grains,Truck,18092
PA,NY,Grains,Truck,2036
MI,KY,Wood,Air,109
IL,FL,Wood,Truck,2864
OR,NY,Grains,Truck,57864
MN,MT,Wood,Truck,4081
IN,IL,Wood,Truck,2477
DE,PA,Wood,Truck,2594
UT,UT,Fuels,Truck,1672
NY,MI,Wood,Truck,1860
NY,NY,Wood,Truck,5354
FL,NY,Grains,Truck,12788
SD,IA,Wood,Truck,917
AZ,CA,Grains,Truck,2044
WV,NY,Fuels,Truck,4739
IA,IL,Wood,Truck,4647
CA,CA,Wood,Truck,1909
OH,OH,Wood,Truck,50544
VA,NY,Wood,Truck,321
OR,WA,Fertilizers,Truck,3204
OH,NY,Wood,Truck,543
LA,LA,Fertilizers,Truck,9165
OK,CO,Fertilizers,Rail,15403
VA,MO,Wood,Truck,139
IL,IL,Grains,Truck,13981
FL,GA,Wood,Truck,1094
NY,NY,Wood,Truck,54
MA,KY,Wood,Truck,2167
WA,ID,Wood,Truck,11
ID,ID,Grains,Truck,4377
MD,PA,Wood,Truck,426
CA,VA,Grains,Truck,3655
IN,IN,Wood,Truck,9043
IL,MN,Wood,Truck,2559
WI,WI,Grains,Truck,13679
AZ,AZ,Wood,Truck,214
IL,IL,Wood,Truck,5091
TX,TX,Wood,Truck,14925
AL,AL,Fertilizers,Truck,8945
CA,CA,Grains,Truck,65713
WY,WY,Wood,Truck,25
PA,PA,Wood,Truck,1957
IL,CA,Wood,Truck,987
IL,WI,Grains,Truck,30728
MN,KS,Wood,Truck,131
TX,TX,Wood,Truck,17208
FL,FL,Wood,Truck,301
WY,WY,Wood,Truck,76
NM,NM,Fertilizers,Truck,7411
IN,IN,Wood,Truck,115
TX,TX,Wood,Truck,159
CA,VA,Grains,Truck,1342
CA,WI,Grains,Truck,7936
LA,MS,Fertilizers,Truck,7280
WV,PA,Wood,Truck,843
MA,IN,Wood,Truck,24436
NV,CA,Wood,Truck,41743
TX,PA,Wood,Truck,906
KS,IN,Wood,Truck,741
WA,FL,Grains,Truck,27817
TX,OK,Wood,Truck,877
NC,NC,Grains,Truck,10869
FL,CA,Wood,Air,9420
TX,LA,Wood,Truck,245
TN,IL,Wood,Truck,1331
AL,MS,Fertilizers,Truck,620
FL,FL,Grains,Truck,1619
OK,OR,Fertilizers,Truck,28560
NJ,MN,Wood,Truck,26
CA,LA,Grains,Truck,3087
FL,FL,Fertilizers,Truck,5163
FL,TX,Wood,Truck,1749
NY,NJ,Wood,Truck,505
IA,MN,Grains,Truck,4902
WY,SD,Fuels,Truck,670
SC,WI,Wood,Truck,207
TN,OH,Wood,Truck,3008
GA,GA,Wood,Truck,5
AL,AL,Wood,Truck,4007
NC,OK,Wood,Truck,1241
IN,CA,Wood,Truck,2343
NC,TN,Grains,Truck,292
AR,MO,Wood,Truck,10248
IA,IA,Grains,Truck,4798
WY,LA,Fuels,Rail,155570
NJ,MA,Grains,Truck,13533
TX,TX,Wood,Truck,43
CO,NE,Grains,Truck,420
FL,NY,Grains,Truck,33935
OK,NE,Fertilizers,Rail,14721
IN,IN,Fuels,Truck,1082
WI,IL,Wood,Truck,1521
NE,IA,Grains,Truck,17851
VT,VT,Wood,Truck,37
TN,TN,Fertilizers,Truck,60977
MD,MD,Wood,Truck,130
CA,CA,Grains,Air,1333
OH,OH,Wood,Truck,6873
IL,FL,Wood,Truck,38861
TX,TX,Wood,Truck,1420
WY,IA,Fuels,Rail,165223
MO,IL,Wood,Truck,3275
NY,GA,Wood,Truck,3103
WY,WI,Fuels,Rail,179532
GA,NC,Grains,Truck,32582
WI,PA,Wood,Rail,28987
ID,IN,Grains,Truck,7356
TN,RI,Fertilizers,Truck,5729
AZ,TX,Grains,Truck,326
AZ,CA,Grains,Truck,3939
OK,OK,Fertilizers,Truck,14199
OH,OH,Wood,Truck,241
NE,OH,Wood,Truck,1344
NY,NY,Wood,Truck,1094
SD,MN,Grains,Rail,94553
NV,TX,Wood,Truck,219
SC,MI,Wood,Truck,659
TX,TX,Wood,Truck,5
WA,CA,Wood,Air,601
OH,IN,Grains,Truck,12618
ND,MN,Grains,Rail,39107
MI,MI,Wood,Truck,115
MO,IA,Wood,Truck,38415
VA,IN,Wood,Truck,50851
NJ,NJ,Wood,Truck,94
WI,WI,Wood,Truck,46740
ID,GA,Grains,Truck,7242
AR,AR,Grains,Truck,11619
MD,MD,Wood,Truck,4
TN,CO,Wood,Truck,157303
MI,MI,Wood,Truck,21
IL,IN,Grains,Truck,11757
NY,NY,Wood,Truck,12
FL,NY,Grains,Truck,4679
CA,CA,Grains,Truck,7827
TX,IL,Grains,Truck,1081
VA,VA,Grains,Truck,26868
TN,AL,Fertilizers,Truck,14117
ND,MN,Grains,Truck,15623
IN,MA,Wood,Truck,7038
IA,IA,Wood,Truck,10503
IA,KY,Wood,Truck,48149
KY,OH,Grains,Truck,12069
MN,MN,Wood,Truck,547
KS,SC,Wood,Truck,4896
IN,IN,Fuels,Truck,874
NV,CA,Grains,Truck,7513
CA,CA,Wood,Truck,58
AL,FL,Wood,Truck,4032
CT,NJ,Wood,Truck,72207
OH,MI,Fertilizers,Truck,4260
KS,MO,Grains,Truck,14156
OK,OK,Wood,Truck,223
TX,TX,Wood,Truck,2990
NH,NY,Wood,Truck,58
MO,WA,Wood,Air,1812
OH,OH,Grains,Truck,14927
IN,IN,Wood,Truck,1182
AL,AL,Fertilizers,Truck,12430
AR,MA,Wood,Truck,14949
CO,NV,Wood,Truck,4376
LA,MS,Grains,Truck,11854
WI,AR,Wood,Truck,4000
OH,IA,Fertilizers,Truck,998
NC,CA,Grains,Truck,55409
NC,NC,Wood,Truck,75
OR,GA,Grains,Truck,1020
WI,WI,Grains,Truck,8415
IN,IN,Fuels,Truck,1193
OR,WA,Fertilizers,Truck,11529
CA,CA,Wood,Truck,283
FL,MI,Grains,Truck,21998
ME,ME,Wood,Truck,6611
ID,CA,Grains,Truck,74830
CA,CA,Fertilizers,Truck,2125
NH,VA,Wood,Truck,2951
OH,OH,Fuels,Truck,1178
OH,OH,Wood,Truck,990
KY,KY,Fuels,Truck,1654
IL,NJ,Wood,Truck,259
FL,FL,Grains,Truck,54
NJ,NJ,Wood,Truck,113
IA,IA,Fertilizers,Truck,6065
IL,IN,Fuels,Rail,784
IA,IN,Wood,Truck,1393
CA,IL,Grains,Truck,21661
ID,TN,Grains,Truck,2923
FL,NY,Grains,Truck,12160
ND,ND,Grains,Rail,40711
IL,IL,Wood,Truck,3169
TX,GA,Wood,Truck,3267
ME,ME,Wood,Truck,132
NE,IA,Grains,Truck,40745
IL,IL,Wood,Truck,8
DE,PA,Wood,Truck,1138
OH,OH,Fuels,Truck,1417
FL,FL,Fertilizers,Truck,7520
NE,WI,Wood,Truck,40727
KS,NY,Fertilizers,Truck,10282
WV,VA,Wood,Truck,159
KY,CA,Wood,Truck,504
WI,NH,Wood,Truck,3661
MD,CT,Grains,Truck,5935
IN,IN,Wood,Truck,1477
CO,TX,Wood,Truck,19494
KY,KY,Wood,Truck,326
MT,MT,Wood,Truck,368
MD,VA,Wood,Truck,960
CO,AZ,Grains,Truck,30453
GA,GA,Fertilizers,Truck,11612
MI,MI,Fertilizers,Truck,1138
AL,AL,Fuels,Truck,1733
IL,TX,Wood,Truck,6575
NM,NM,Fertilizers,Truck,14660
IA,IA,Grains,Truck,15069
VA,VA,Wood,Truck,1
PA,PA,Fertilizers,Truck,2135
OH,OH,Fertilizers,Truck,1094
RI,NJ,Wood,Truck,2393
OH,OH,Fertilizers,Truck,6830
PA,PA,Fuels,Truck,2797
OK,AR,Wood,Truck,656
NY,NC,Wood,Truck,4798
NE,NE,Fertilizers,Truck,8646
MT,WI,Fuels,Rail,200621
OH,OH,Wood,Truck,164
IN,TX,Wood,Air,1313
MI,MI,Wood,Truck,24503
VA,WA,Wood,Truck,6287
ND,ND,Wood,Truck,56
IL,IL,Wood,Truck,23309
OR,OR,Wood,Truck,7
FL,IN,Grains,Truck,3715
IA,IA,Wood,Truck,196
MI,IN,Wood,Truck,2154
PA,OH,Wood,Truck,10157
TX,AL,Grains,Truck,1359
MD,MD,Fuels,Truck,946
ND,ND,Grains,Truck,15545
SC,SC,Fertilizers,Truck,19935
VA,NJ,Wood,Truck,6431
PA,NJ,Wood,Truck,4055
OR,OR,Wood,Truck,5587
OH,AL,Fertilizers,Truck,12992
CA,OR,Grains,Truck,4682
IL,IN,Fuels,Truck,795
WA,OR,Wood,Truck,361
CO,IL,Grains,Truck,621
CA,OH,Wood,Truck,35352
KY,LA,Grains,Truck,29073
DE,DE,Wood,Truck,2180
NY,NY,Wood,Truck,14293
OH,OH,Wood,Truck,1415
SC,MI,Wood,Truck,370
MN,MN,Grains,Truck,13900
NC,NJ,Grains,Truck,13345
OH,OH,Fuels,Truck,1880
NY,MI,Wood,Truck,8927
IN,IN,Grains,Truck,10370
AZ,CA,Grains,Truck,12220
IN,TX,Wood,Truck,361
CA,CA,Wood,Truck,3488
TX,TX,Fertilizers,Truck,14104
CA,MI,Grains,Truck,14796
FL,FL,Grains,Truck,284
TX,FL,Grains,Truck,3625
IA,IA,Grains,Truck,14594
WV,WV,Fuels,Rail,76933
NE,NE,Fertilizers,Truck,13782
MI,IN,Grains,Truck,66267
IN,IN,Wood,Truck,3625
IL,IL,Wood,Truck,1289
VA,VA,Wood,Truck,18130
NC,GA,Wood,Truck,24743
CA,CA,Wood,Truck,3070
AL,MI,Wood,Truck,3765
IL,IL,Wood,Truck,28
IA,IA,Grains,Truck,17609
CT,CT,Wood,Truck,2780
MO,OH,Wood,Truck,1339
CA,NY,Grains,Truck,2131
WV,NC,Fuels,Rail,769440
CA,CA,Grains,Truck,88120
OH,GA,Grains,Truck,9370
MA,ME,Fertilizers,Truck,436
OK,OK,Fertilizers,Truck,10197
HI,HI,Fertilizers,Truck,32
AL,AL,Wood,Truck,700
IA,NY,Wood,Truck,2288
TX,TX,Wood,Truck,9
CA,MT,Grains,Truck,1409
TX,OH,Wood,Truck,105
VA,VA,Wood,Truck,6434
PA,CA,Wood,Truck,19688
TX,TX,Wood,Truck,6141
IL,MA,Wood,Truck,3210
MN,SD,Wood,Truck,1195
AK,AK,Wood,Truck,265
NY,NC,Wood,Truck,222
WI,OH,Wood,Truck,24812
IL,IA,Wood,Truck,7199
CA,KS,Wood,Truck,131
AK,AK,Wood,Air,241
IN,CO,Grains,Truck,1102
TX,TX,Wood,Truck,41
FL,OK,Fertilizers,Truck,11953
PA,PA,Wood,Truck,722
TN,IL,Wood,Truck,2052
FL,FL,Grains,Truck,204
CA,CA,Fertilizers,Truck,911
IL,FL,Wood,Truck,580
MO,MO,Wood,Truck,1495
PA,DC,Wood,Truck,559
FL,FL,Grains,Truck,2731
CA,CA,Fertilizers,Truck,8859
VA,MD,Grains,Truck,10998
CA,TX,Wood,Truck,7547
FL,SC,Wood,Truck,1450
MA,IN,Wood,Truck,3998
NC,NC,Wood,Truck,20
WI,IL,Grains,Truck,13345
WA,WA,Wood,Truck,14
OH,MI,Wood,Truck,5710
MN,MN,Wood,Truck,5
FL,FL,Wood,Truck,15014
CA,VA,Grains,Truck,3149
OR,TN,Grains,Truck,109
NJ,NJ,Wood,Truck,4
LA,IL,Fertilizers,Rail,102263
UT,CA,Wood,Truck,137
IL,IL,Wood,Truck,1737
NJ,NJ,Wood,Truck,31
AL,IL,Wood,Truck,1615
FL,KS,Grains,Truck,7369
MI,IN,Wood,Truck,303
FL,PA,Grains,Truck,11280
NV,CA,Grains,Truck,36747
NY,TN,Wood,Truck,24
VA,VA,Wood,Truck,7035
KS,KS,Wood,Truck,1801
NY,NY,Wood,Truck,459
NC,NC,Wood,Truck,40
MD,DC,Grains,Truck,142
TX,TX,Wood,Truck,5438
NC,NC,Wood,Truck,3024
KS,IA,Fertilizers,Truck,10700
OH,PA,Wood,Truck,612
WA,WA,Fertilizers,Truck,11624
GA,OH,Grains,Truck,2252
OR,CA,Wood,Truck,1298
TX,TX,Wood,Truck,389
NC,NC,Grains,Truck,10894
ME,NH,Wood,Truck,21326
LA,TX,Fertilizers,Rail,13069
OR,CO,Wood,Truck,273
ID,LA,Fertilizers,Rail,163006
CA,TX,Wood,Truck,714
WI,WI,Wood,Truck,2816
TX,VA,Grains,Truck,38068
CT,CT,Wood,Truck,23
TX,TX,Wood,Truck,48
OH,KY,Wood,Truck,23
MN,MN,Wood,Truck,14
VA,CA,Wood,Truck,875
IN,IN,Fuels,Truck,1120
IN,IN,Wood,Truck,1103
IN,IN,Fuels,Truck,893
CA,CA,Fertilizers,Truck,471
IA,MN,Fertilizers,Truck,18023
CO,IL,Wood,Air,11565
OR,UT,Wood,Truck,4454
